,Sentiment,Tweet
1750,negative,@schnicklefritz OMG! I have the same problem! I lent it to someone and they never gave it back!!! 
1751,negative,"@friendlypharm  too bad it's true, for the most part "
1752,negative,@THEcamacho danm I wanted to hear that studying sucks 
1753,negative,YAY hannah montanas on disney channel fun ......NOT 
1754,negative,all the photos i try to upload are too big 
1755,negative,Somewhere in the world right now the sun is shining and people are busy...but not here 
1756,negative,@Labrys67 the chat broked? 
1757,negative,@ruthclayton oh i aint gonna be ur bitch  but i will be HIS.. muwahaha
1758,negative,Caught myself looking up the iphone. Promised I wouldn't torcher myself as I still have 6 months left on my current contract 
1759,negative,Goodnight everyone. Well I'm not feeling much better and I'm going to the doctor tomorrow.  
1760,negative,@cardinaire ya me too 
1761,negative,Blimmin' heck i'm slightly tired! And i still didn't see no Otalia 
1762,negative,"im going 2 bed nowww - surprising??? Not rly, i have school 2morow, thats right, my spring break days r over "
1763,negative,Wants her camera back! 
1764,negative,first: UNC DOMINATED!!!!!!!!!!!!!!. second: the hills is back (hallelujah). third: econ paper? gaussian copula is def. NOT that deal 
1765,negative,Is physically tired but can't sleep 
1766,negative,tks pa 4 &quot;tapauing&quot; croissant tuna knowing dat Ive back-to-back meetings since morning  &amp; Zuraidah tks 4 buying my FAV STARBUCK MOCHA FRAP
1767,negative,"@RussyRhubarb A new twitter name without telling me? Boo. By the way, I think Oberon is dead  Haven't seen him for ages..."
1768,negative,"@jeffsmithcars Why would you want to send traffic to that page?  At the bottom, you say you're not done  "
1769,negative,@arielehenriques Why do I feel like your preaching to me? lol damn I'm guilty 
1770,negative,"Looking at it, I seem to be getting a completely different config.. Finding shared hosting hard not having control "
1771,negative,TV w/charley she is too cute and too sweet...trying to get over the blues  cheer me up tweeters
1772,negative,@Djteck Mean 
1773,negative,While I do enjoy my job very much. Its always nicest outside when I'm indoors 
1774,negative,morning everyone!! still feeling poorly!   hope u all have a good day! x
1775,negative,contemplated going out for a post-midnight walk but still have piles of work to get through 
1776,negative,oh em gee. this is love http://tinyurl.com/djjc46 want want want! lusting after things i cannot afford. 
1777,negative,Everything is still broken! 
1778,negative,Mir every single morning I feel sick 
1779,negative,i had 7 hours of sleep and now i cant go back to sleeping  im thirsty
1780,negative,@indiblogger  do i neeI dotn get any comments and suggestions 
1781,negative,"My peace, quiet &amp; stress freeness is bout to come to an end "
1782,negative,"found my Sana...and has realized, that just like a white girl, I eat my problems "
1783,negative,In work  sooo bored !
1784,negative,"@MissElizabeth Food allergies suck!  I became allergic to shellfish about 4 months ago out of the blue, and I used to love shrimp.  "
1785,negative,@d_TRIX my mom just had a root canal also...i feel your pain buddy! 
1786,negative,Not even 8.30am and there's far too much noise in the office   Should have worked from home today.
1787,negative,"@louislucci I usually only sleep 4 hours a night or so.  Going to bed now, have to get up at 5am "
1788,negative,@tommcfly Good morning Tom! Why can't I send you a message? This is too short for the question I have  Well to bad for me I guess..
1789,negative,"Guess what? My Dad is PREGNANT!!! lol nah, the doctor does have to give him an epidural for his chronic back pain, though. "
1790,negative,"@josordoni yeah it was good news, a y combinator interview next week! dunno bout the oyster, will just suck it up I guess "
1791,negative,@Sir_Almo it wont let me play DOH keeps saying user not valid 
1792,negative,@eNiBeNi i would if i knew them  ed si que se duerme temprano :S
1793,negative,@valonthecoast LOL awwww....I'm sorry you're stuck n bored...Yes hun I thought you be trying to keep yourself entertained...can't be easy 
1794,negative,@Jamzeee I knowwwwww I sukkkk !!....   .. Take care of my gurls ...
1795,negative,"@Kal_Penn arrrggghhh, and I hadn't seen last night's episode yet! Pity to lose you, though. "
1796,negative,Early morning meetings 
1797,negative,@infidelsarecool ugh how depressing.    i want to punch something.
1798,negative,I STILL don't understand how to setup subversion for a website 
1799,negative,@imperiusrex Brahbrah. Ugh. Bed in a hour. 
1800,negative,"@joshsharp no money yet, i dont know anyone who has  maybe its all just a lie!! hes having us on so we all like him a little bit more lol"
1801,negative,"sat at work  Not fair, so not fair"
1802,negative,Whoh what a day... Now for the shut part... Hydraulics assignment time 
1803,negative,oh wtf @ house. NOT COOL. 
1804,negative,Brain Hurty Squishy Mess 
1805,negative,@vomitto ahh ai dreptate Pixar 
1806,negative,woke up too early 
1807,negative,watching tv. trying to sleep. not working. 
1808,negative,@lisalent As part of Freeview? We don't get the sports channel 
1809,negative,No way I'm gonna sleep tonight 
1810,negative,No TravoRadio this morning. BlipFM is down. 
1811,negative,@DTizzler and it took me my entire walk to the train station to undo it 
1812,negative,@amyg0716 thats really sad  i wolud hate that! but i had choco milk earlier =D lol
1813,negative,"I have had an allergic reaction to my contacts, stuck with my specs until it clears up. Means and end to my breast feeding tho "
1814,negative,wow my x60s is dead 
1815,negative,just finished cooking spag bol from scratch.. in other words been cooking for the past 4 hours! i'm not hungry anymore 
1816,negative,trying to write dssertation 
1817,negative,@ilovedt that's what I thought. Bummer! 
1818,negative,".. This response from Support is blatantly untrue, fake accounts are shut down all the time!  And it contradicts their own Terms too.  "
1819,negative,Oh noooooo Kath is back from Annual Leave!!!!!  du du duuuuuuuu!
1820,negative,@Kal_Penn thank you for being a great character on House! I'm sad to see you go! 
1821,negative,@babyporridge I didn't get your 'Twitter is crap' reply 
1822,negative,"Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula "
1823,negative,Haven't tweeted in ages my twitterberry doesn't work anymore help! 
1824,negative,I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep 
1825,negative,Longing for yesterday 
1826,negative,i want a guy like carmello or jimmy 
1827,negative,@_laertesgirl Sorry to hear that.  Anything specific? x
1828,negative,ha ha ha   damn i had  such  good  time chillin wit  my  favorite hizzo  danced my face off @ the lodge never made it to backbooth  ..
1829,negative,Work today 
1830,negative,@EvilUnicorn im not on aim rn 
1831,negative,"I accidentally put sugar in my food instead of salt, so now I'm eating sweet fried rice  My clumsiness astounds me sometimes!!"
1832,negative,Why don't the hot guys from my gym get on my train in the morning? It's always full of dullards 
1833,negative,Another sales pitch today for a potential #surface customer. I do more sales than development these days 
1834,negative,"Downloading the torrent of last night's SYTYCDA, where my love BJ was tragically (but predictably) eliminated "
1835,negative,Waiting for an update about my car. It's in the shop again! 
1836,negative,Bored from doing homework  What is pingping doing?
1837,negative,"The worst part about laundry is: the longer that you wait to do it, the more unpleasant it becomes. "
1838,negative,"@ZappoMan oh, your tweet was about weapons? That's covered by Pandora's Box - can't uninvent it, leaving us all with MAD "
1839,negative,FUCK....I CAN'T SLEEP 
1840,negative,"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. "
1841,negative,is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him.. 
1842,negative,i'm missing my best friends. I miss our fun times together. I love you guys and i miss you so much  
1843,negative,Done with homework. Sneezing  but feeling better! 28 days
1844,negative,Passed out last night while mum was puttin cream on my.tattoo 
1845,negative,@PrinceDavey aww no invite??  lol jk. coolness for the day off!
1846,negative,@BobbyLy Nah gentlemen. I got class at 8AM on Wednesdays.  But thanks anyway!&lt;3
1847,negative,@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .
1848,negative,Note to you all: don't go to the choclate bar @ schiphol!! it is passengers only 
1849,negative,didnt hear from my hunn today 
1850,negative,@getvisible journalists are up there with ambulance chasing lawyers in my reckoning 
1851,negative,"Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head..."
1852,negative,Flo rider has sampled that blue song he messed that song up for me 
1853,negative,@devakishor Oh oh! That's sad! 
1854,negative,i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten 
1855,negative,@iwouldificould How have you watched it? I tried the youtube link but it won't work! 
1856,negative,missing my boyfriend  who im on the phone with but its just not the same TWEET
1857,negative,wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok
1858,negative,@RebeccaMayne That does sound boring as hell becs 
1859,negative,is sad because there was another earthquake in italy.. 
1860,negative,@wilshipley  I am sad... the Dutch localization in DL2 is bad... it's incomplete and has too many truncations...
1861,negative,@Codylfriend - you're not sweet 
1862,negative,@disobedientgirl wonderful.. I ll be slogging at 9.. you get up at 9 eh.. 
1863,negative,@MrBigglesrox hey emily you lie!!! meanie   
1864,negative,@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. 
1865,negative,I stayed up too late. Didn't get the design done like I wanted to 
1866,negative,Allergies playin up like mad today 
1867,negative,Planting a friend today.  Not been to a funeral in &gt;20 years.
