,Tweet,Sentiment
3863,RIP Robin from the Washington Park library,negative
3864,"Academy Rector with tons of tutors looks like the way to go, since all the good Trix draw engines and mana accel is gone.",neutral
3866,  I guess you are not interested !!,negative
3867, I know...  it`s already been two weeks!,neutral
3868,I KnO they`re my guilty pleasure like shopping   ,negative
3869,Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux  and that it was a one time thing,negative
3870,"School is going to be absolutely horrible today. Peace out, `09",negative
3873,Driving to work running late like always..... No time for starbucks,neutral
3874,almost got a kitty yesterday...but it didn`t work out,neutral
3877," By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",neutral
3880,is school over yet? Im ready for vacations already,neutral
3882,baaaaaaaah!!!! there`s a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,negative
3883,careless,negative
3884,booo Dario let TK get a hair cut,neutral
3885, ack! I just read about your show  that`s horrible!!! No accounting for taste.,negative
3886,"no work today! went shopping, and now relaxing  &learning for the toefl",positive
3887,The puppy is sick  and some one put they hands on my momma >:-|,negative
3888,I can`t feel the weekend fever anymore when everyday is  a day off,negative
3890,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",negative
3892,why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,positive
3894,  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,positive
3896,"still fighting off this cold, ugh",positive
3898,"is boiling in the office, air con any1 ?",neutral
3899,Can`t seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,neutral
3900,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,neutral
3901,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative
3902,today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,negative
3903,"_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",neutral
3904, hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,neutral
3905,My tummy hurts...again,negative
3906," Weird, suddenly blogtalkradio is giving me a domain not found error.  I was just on it 5 minutes ago!",negative
3907,Long to-do list. Little desire to do it all.,negative
3908, Will arrive tomorrow morning at 7  #early,neutral
3909," Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP",neutral
3910,"following people around, though there are so many.. where are the webdesign twitters!",neutral
3911,There is a baby cardinal fallen out of its nest. I dont want to get attacked by the mom bird but i dont want the dog to get the bird,neutral
3912,The Heater blew up,negative
3913,is so sorry for letting her down,negative
3914,"After being down for several hours, finally my site is back online. Silly DNS setting mistake",negative
3915,today has not started out very well,negative
3917," I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",neutral
3918,"Finally, a beautiful, sunny day in Atlanta. Too bad I`m stuck inside working...",neutral
3919," girl yes, as if having it where you CANT see it wont gross enough",neutral
3921,Working!!! Still sick,negative
3923,I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won`t be here long.,positive
3924,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,negative
3928,Cleaning the old apartment today. Yay...,neutral
3929,its my last friday of my high school years!,neutral
3930,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',negative
3931,last full day of vacation,neutral
3932,Oh ****!  I forgot to eat! Grumble grumble.,negative
3933, i wanna play  golf,neutral
3934,"trying to wake up, but is finding it very hard",negative
3935," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",negative
3937, Not having Hulu in Germany sucks,negative
3938,I can`t think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker`s Why I Didn`t Buy A Mac article.,negative
3940,"Ugh, I feel like ****-- gonna call out of my classes today  hope it doesnt affect my grade",neutral
3941,is soo bored its lovley day outside but nuttin to do,neutral
3942,currently working on the SDP`s Prototype.... so much to do...,neutral
3943," sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",negative
3944,"want to read twilight all day, not work at the stupid cher function",neutral
3946, who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist,neutral
3947,it is on environmental studies and driving me mental,negative
3948,sun - where are you?,neutral
3949,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,neutral
3950,ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,neutral
3951, hahaha thanks for clearing up the,positive
3952, Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit.,neutral
3953,My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,neutral
3954, good morning sunshine. sleepytown is sleepy.,positive
3955," And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",positive
3956,"getting ready for the day, out then work till close",neutral
3957,Work out. Now actual work,neutral
3958,just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait,negative
3959," oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",negative
3960,"Wishes I was going to the pxy summer jam, but can never seem to win",positive
3961, aww i`m sad  i didn`t get to go to your going away party!  stupid work!,negative
3962, I missed you guys this morning. I`m in Tacoma w/ no KGW to start my day.,negative
3963," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",negative
3964,_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,negative
3965,  wut itell u yesterday lol,neutral
3966,is starving & has a chem quiz due at noon,negative
3968,so happy its friday...not so happy about this rain,positive
3969,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",positive
3970,About to go to my last theater lunch  im gonna cry.,negative
3971, but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,negative
3972,Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; & Saturn w/ a fogged eyepiece   Home by 2a,neutral
3974,"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",neutral
3976,"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",negative
3978,computer.. please stop being so loud so i can do my work,negative
3980,last night`s paper writing session=still not done. I need to prioritize better.,negative
3981,needs to mug for Chinese A`s but doesn`t feel like it.,negative
3982, No.  I was thinking just before how much I miss my T-Dub.,negative
3984," What`s sad is that I actually had to google that term. That sucks, tho.",negative
3985," soooooo wish i could, but im in school and myspace is completely blocked",negative
3987, Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,negative
3988,is so sick of myself + my life  i`m never going to be as good i want + need to be. xoxoxo </3,negative
3989,wants to smoke a cig but doesn`t have a lighter.,neutral
3990,just starting my day...a long Friday,negative
3991,"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",neutral
3992, i know!  This season has just zoomed by!,neutral
3993, don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall,neutral
3994,"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",positive
3995,not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,neutral
3996,"Speaking,,,Speaking ...",neutral
3997,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,negative
3999,after show at our house rocked! saying goodbye soon,neutral
4000,"my to do list is bananas, before i leave for Europe BOOOO",neutral
4001,HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven`t had a moment to myself,negative
